title,upc,category,price_e_tax,price_i_tax,tax,rating,reviews,quantity,stock,book_link,img_link
Cell,bfbb54bc8cdeed2b,Add a comment,20.29,20.29,0.0,Four,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/cell_674/index.html,https://books.toscrape.com/media/cache/0b/97/0b97282ed82b771ed328e05386a84adb.jpg
Catching Jordan (Hundred Oaks),e2e7b683b4c15b7d,Young Adult,50.83,50.83,0.0,Three,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/catching-jordan-hundred-oaks_673/index.html,https://books.toscrape.com/media/cache/ad/ac/adac97366586d261feab30bf5220756e.jpg
"Carry On, Warrior: Thoughts on Life Unarmed",1b0fc9f777cad045,Default,31.85,31.85,0.0,Three,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/carry-on-warrior-thoughts-on-life-unarmed_672/index.html,https://books.toscrape.com/media/cache/dd/f5/ddf5da673bb34a74a81faf7271c7ca13.jpg
Carrie,5f22418922fa728b,Default,46.23,46.23,0.0,Two,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/carrie_671/index.html,https://books.toscrape.com/media/cache/c5/6f/c56f37eb53888765eb55f86fb7381c2f.jpg
Buying In: The Secret Dialogue Between What We Buy and Who We Are,16ef91b9d827859c,Nonfiction,37.8,37.8,0.0,Four,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/buying-in-the-secret-dialogue-between-what-we-buy-and-who-we-are_670/index.html,https://books.toscrape.com/media/cache/f2/fa/f2faa289117546efa0b4068a07778ab0.jpg
Brain on Fire: My Month of Madness,a80f66b254fe9eb3,Nonfiction,49.32,49.32,0.0,Five,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/brain-on-fire-my-month-of-madness_669/index.html,https://books.toscrape.com/media/cache/88/aa/88aad1204951e0900906173b086e6695.jpg
Batman: Europa,bf68dcb5fad3cc8c,Sequential Art,32.01,32.01,0.0,Two,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/batman-europa_668/index.html,https://books.toscrape.com/media/cache/f1/fe/f1fecf0ce9b5771e4d2c9619e8550988.jpg
Barefoot Contessa Back to Basics,999912e63a3262ae,Food and Drink,28.01,28.01,0.0,One,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/barefoot-contessa-back-to-basics_667/index.html,https://books.toscrape.com/media/cache/b8/38/b838b65e0e1ac3a9b498dfb1bf004420.jpg
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,0e0da9192a025efc,Food and Drink,50.62,50.62,0.0,Five,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/barefoot-contessa-at-home-everyday-recipes-youll-make-over-and-over-again_666/index.html,https://books.toscrape.com/media/cache/74/aa/74aa29b1ba4147eaf5b46671bf235861.jpg
Balloon Animals,9b65f676984c9f0c,Fiction,17.03,17.03,0.0,Three,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/balloon-animals_665/index.html,https://books.toscrape.com/media/cache/6e/23/6e2324cae6335e8e98c8b46597afc9a3.jpg
Art Ops Vol. 1,ffdc825785c0ede8,Sequential Art,48.8,48.8,0.0,Three,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/art-ops-vol-1_664/index.html,https://books.toscrape.com/media/cache/0b/b4/0bb4c64f1522c033368df5567a349472.jpg
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),41164b8ac02a2c42,Young Adult,58.14,58.14,0.0,Four,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/aristotle-and-dante-discover-the-secrets-of-the-universe-aristotle-and-dante-discover-the-secrets-of-the-universe-1_663/index.html,https://books.toscrape.com/media/cache/61/1a/611aba0ef5b859ba1977ef30677b0194.jpg
Angels Walking (Angels Walking #1),1fbb5f786e53a0ce,Add a comment,34.2,34.2,0.0,Two,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/angels-walking-angels-walking-1_662/index.html,https://books.toscrape.com/media/cache/50/0e/500eeb810e940424827580574e46852c.jpg
Angels & Demons (Robert Langdon #1),ad41c24ccac0c7ce,Default,51.48,51.48,0.0,Three,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/angels-demons-robert-langdon-1_661/index.html,https://books.toscrape.com/media/cache/b4/2a/b42a187c37de904f776070c57f51c756.jpg
All the Light We Cannot See,39861fc1c0845d15,Historical,29.87,29.87,0.0,Five,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/all-the-light-we-cannot-see_660/index.html,https://books.toscrape.com/media/cache/41/c3/41c37f7f0e03ee1144dd6fa89483b5d9.jpg
"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",5319169a72714c62,Sequential Art,10.9,10.9,0.0,Two,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/adulthood-is-a-myth-a-sarahs-scribbles-collection_659/index.html,https://books.toscrape.com/media/cache/a2/b9/a2b974e5a66e7502c77d2e4632abe033.jpg
Abstract City,cf1aa2fc02a7d1e0,Nonfiction,56.37,56.37,0.0,Five,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/abstract-city_658/index.html,https://books.toscrape.com/media/cache/e7/70/e77019ebd71bcf6badb085bddf47c413.jpg
A Time of Torment (Charlie Parker #14),4416c474713ec1f5,Mystery,48.35,48.35,0.0,Five,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/a-time-of-torment-charlie-parker-14_657/index.html,https://books.toscrape.com/media/cache/e8/c0/e8c0ba15066bab950ae161fd60949b9a.jpg
A Study in Scarlet (Sherlock Holmes #1),63ee5bc46066a8a8,Mystery,16.73,16.73,0.0,Two,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/a-study-in-scarlet-sherlock-holmes-1_656/index.html,https://books.toscrape.com/media/cache/8f/a4/8fa41d6caa10e427356b8a590eb4d96b.jpg
"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",c1379d3744f1dd2c,Add a comment,56.48,56.48,0.0,Two,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/a-series-of-catastrophes-and-miracles-a-true-story-of-love-science-and-cancer_655/index.html,https://books.toscrape.com/media/cache/9b/20/9b2076ce7414103a093ce2459d089969.jpg
A People's History of the United States,1ad06aed9349af46,Add a comment,40.79,40.79,0.0,Two,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/a-peoples-history-of-the-united-states_654/index.html,https://books.toscrape.com/media/cache/75/20/75200336c141156746000f7055df344a.jpg
A Man Called Ove,8682c03de6a844ff,Fiction,39.72,39.72,0.0,One,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/a-man-called-ove_653/index.html,https://books.toscrape.com/media/cache/9c/f1/9cf1f4a47b8d08909fc092e6ae598d83.jpg
A Distant Mirror: The Calamitous 14th Century,d5e0526e1ab682a3,History,14.58,14.58,0.0,Three,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/a-distant-mirror-the-calamitous-14th-century_652/index.html,https://books.toscrape.com/media/cache/41/d5/41d5fa6a81cdbcbe6b0b15757a4c9144.jpg
A Brush of Wings (Angels Walking #3),01a177623cce9596,Add a comment,55.51,55.51,0.0,One,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/a-brush-of-wings-angels-walking-3_651/index.html,https://books.toscrape.com/media/cache/4d/16/4d163d43cb4aa624e599330a39abace5.jpg
1491: New Revelations of the Americas Before Columbus,6e8e5626ac4d279e,History,21.8,21.8,0.0,Three,0,In stock (14 available),In stock,https://books.toscrape.com/catalogue/1491-new-revelations-of-the-americas-before-columbus_650/index.html,https://books.toscrape.com/media/cache/88/75/8875f384ce9103281b7f6e86a2b8204d.jpg
"The Three Searches, Meaning, and the Story",ac5e0d3938caf686,Default,13.33,13.33,0.0,Three,0,In stock (13 available),In stock,https://books.toscrape.com/catalogue/the-three-searches-meaning-and-the-story_649/index.html,https://books.toscrape.com/media/cache/83/35/8335b71599b5a257a56cfabdd79080a4.jpg
Searching for Meaning in Gailana,2f0213137a80d485,Fantasy,38.73,38.73,0.0,One,0,In stock (13 available),In stock,https://books.toscrape.com/catalogue/searching-for-meaning-in-gailana_648/index.html,https://books.toscrape.com/media/cache/3b/04/3b045fe0394dc192950a0ec9e3812fe4.jpg
Rook,44d97b6707dae3f0,Add a comment,37.86,37.86,0.0,Four,0,In stock (13 available),In stock,https://books.toscrape.com/catalogue/rook_647/index.html,https://books.toscrape.com/media/cache/55/33/5533595a623c3bb947c4a5171fc2df08.jpg
My Kitchen Year: 136 Recipes That Saved My Life,8bbd7df8a324f31d,Food and Drink,11.53,11.53,0.0,Two,0,In stock (13 available),In stock,https://books.toscrape.com/catalogue/my-kitchen-year-136-recipes-that-saved-my-life_646/index.html,https://books.toscrape.com/media/cache/76/a1/76a1516c8d9c3e620626f30840013a85.jpg
13 Hours: The Inside Account of What Really Happened In Benghazi,4be9d1910f8a4e80,Nonfiction,27.06,27.06,0.0,One,0,In stock (13 available),In stock,https://books.toscrape.com/catalogue/13-hours-the-inside-account-of-what-really-happened-in-benghazi_645/index.html,https://books.toscrape.com/media/cache/15/f7/15f78e0b04feb9b94e88865803cb5e9e.jpg
Will You Won't You Want Me?,077b635ff2afc578,Womens Fiction,13.86,13.86,0.0,Three,0,In stock (12 available),In stock,https://books.toscrape.com/catalogue/will-you-wont-you-want-me_644/index.html,https://books.toscrape.com/media/cache/16/e3/16e3ca741956485119251e7442a67e2e.jpg
Tipping Point for Planet Earth: How Close Are We to the Edge?,148715df5a02ea5e,Science,37.55,37.55,0.0,One,0,In stock (12 available),In stock,https://books.toscrape.com/catalogue/tipping-point-for-planet-earth-how-close-are-we-to-the-edge_643/index.html,https://books.toscrape.com/media/cache/56/97/5697f2f8f628129df01c5790985ffd9b.jpg
The Star-Touched Queen,4a7a25be293ad678,Fantasy,32.3,32.3,0.0,Five,0,In stock (12 available),In stock,https://books.toscrape.com/catalogue/the-star-touched-queen_642/index.html,https://books.toscrape.com/media/cache/d3/0d/d30dd8b6be6f9fcfd17178e8083238b6.jpg
The Silent Sister (Riley MacPherson #1),ce1ae197ada2aec4,Fiction,46.29,46.29,0.0,Five,0,In stock (12 available),In stock,https://books.toscrape.com/catalogue/the-silent-sister-riley-macpherson-1_641/index.html,https://books.toscrape.com/media/cache/30/2c/302cd9c84442e139145ec0993880d7e0.jpg
The Midnight Watch: A Novel of the Titanic and the Californian,14e44163678e24dc,Add a comment,26.2,26.2,0.0,One,0,In stock (12 available),In stock,https://books.toscrape.com/catalogue/the-midnight-watch-a-novel-of-the-titanic-and-the-californian_640/index.html,https://books.toscrape.com/media/cache/97/3a/973a2c3462a18fc90d3b9662d959df37.jpg
The Lonely City: Adventures in the Art of Being Alone,582a21a1dbbef3cf,Nonfiction,33.26,33.26,0.0,Two,0,In stock (12 available),In stock,https://books.toscrape.com/catalogue/the-lonely-city-adventures-in-the-art-of-being-alone_639/index.html,https://books.toscrape.com/media/cache/5c/5e/5c5e527fea6b17199773bb175b515aee.jpg
The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,3063c7e95d0bf76f,Add a comment,59.15,59.15,0.0,Four,0,In stock (12 available),In stock,https://books.toscrape.com/catalogue/the-gray-rhino-how-to-recognize-and-act-on-the-obvious-dangers-we-ignore_638/index.html,https://books.toscrape.com/media/cache/9f/25/9f255826f354776dda9afbd5576a7add.jpg
The Golden Condom: And Other Essays on Love Lost and Found,235fa48eeed11d82,Psychology,39.43,39.43,0.0,One,0,In stock (12 available),In stock,https://books.toscrape.com/catalogue/the-golden-condom-and-other-essays-on-love-lost-and-found_637/index.html,https://books.toscrape.com/media/cache/dc/4d/dc4d070e33813a07a4e02f069e6d482f.jpg
The Epidemic (The Program 0.6),f732d7d18a91d2ba,Young Adult,14.44,14.44,0.0,Five,0,In stock (12 available),In stock,https://books.toscrape.com/catalogue/the-epidemic-the-program-06_636/index.html,https://books.toscrape.com/media/cache/87/cd/87cd652c35e2a78535c83becae33cff2.jpg
The Dinner Party,c6ca293d4810e0d5,Fiction,56.54,56.54,0.0,Two,0,In stock (12 available),In stock,https://books.toscrape.com/catalogue/the-dinner-party_635/index.html,https://books.toscrape.com/media/cache/ba/76/ba761d23c5c0e5a0638e04739c69c5d0.jpg
The Diary of a Young Girl,54fc03f1e1d355db,Nonfiction,59.9,59.9,0.0,Three,0,In stock (12 available),In stock,https://books.toscrape.com/catalogue/the-diary-of-a-young-girl_634/index.html,https://books.toscrape.com/media/cache/83/d5/83d5526864a108d27fd4b03dd31ec18b.jpg
The Children,64fd010bf8d15096,Add a comment,11.88,11.88,0.0,Three,0,In stock (12 available),In stock,https://books.toscrape.com/catalogue/the-children_633/index.html,https://books.toscrape.com/media/cache/d8/03/d803ab341d3020a3bb280d6135e4ae65.jpg
Stars Above (The Lunar Chronicles #4.5),b63ea3f7a57ae099,Young Adult,48.05,48.05,0.0,Two,0,In stock (12 available),In stock,https://books.toscrape.com/catalogue/stars-above-the-lunar-chronicles-45_632/index.html,https://books.toscrape.com/media/cache/fd/5b/fd5b14399052ab552e240ed18ab03c6d.jpg
Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,f40fea200e0c644f,Nonfiction,21.21,21.21,0.0,Three,0,In stock (12 available),In stock,https://books.toscrape.com/catalogue/snatched-how-a-drug-queen-went-undercover-for-the-dea-and-was-kidnapped-by-colombian-guerillas_631/index.html,https://books.toscrape.com/media/cache/2a/f3/2af39796852729270fb23e05a662a42c.jpg
Raspberry Pi Electronics Projects for the Evil Genius,ebf81a62e4798fd1,Default,49.67,49.67,0.0,Four,0,In stock (12 available),In stock,https://books.toscrape.com/catalogue/raspberry-pi-electronics-projects-for-the-evil-genius_630/index.html,https://books.toscrape.com/media/cache/a2/da/a2da8957b9cb8265d7f1dfeb0651f1c7.jpg
Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,8976d9161c027142,Business,43.14,43.14,0.0,One,0,In stock (12 available),In stock,https://books.toscrape.com/catalogue/quench-your-own-thirst-business-lessons-learned-over-a-beer-or-two_629/index.html,https://books.toscrape.com/media/cache/2d/fd/2dfdc52bcdbd82dee50372bc46c83e15.jpg
Psycho: Sanitarium (Psycho #1.5),b8d7b3f5c7a95d65,Horror,36.97,36.97,0.0,Five,0,In stock (12 available),In stock,https://books.toscrape.com/catalogue/psycho-sanitarium-psycho-15_628/index.html,https://books.toscrape.com/media/cache/02/5c/025c30a378e2a4190e84f1429e81b803.jpg
Poisonous (Max Revere Novels #3),abdd91e96515a617,Mystery,26.8,26.8,0.0,Three,0,In stock (12 available),In stock,https://books.toscrape.com/catalogue/poisonous-max-revere-novels-3_627/index.html,https://books.toscrape.com/media/cache/23/52/2352718971d5e166fa9541a5a7d716fa.jpg
One with You (Crossfire #5),81ef44fcc5f454df,Add a comment,15.71,15.71,0.0,Four,0,In stock (12 available),In stock,https://books.toscrape.com/catalogue/one-with-you-crossfire-5_626/index.html,https://books.toscrape.com/media/cache/b8/29/b829181ae95c8f020c1ad3273192de30.jpg
No Love Allowed (Dodge Cove #1),db84624b151cbe06,Young Adult,54.65,54.65,0.0,Four,0,In stock (12 available),In stock,https://books.toscrape.com/catalogue/no-love-allowed-dodge-cove-1_625/index.html,https://books.toscrape.com/media/cache/70/3e/703e053877204a396ec6e7beac863118.jpg
Murder at the 42nd Street Library (Raymond Ambler #1),e7fe3bf2768602cf,Mystery,54.36,54.36,0.0,Four,0,In stock (12 available),In stock,https://books.toscrape.com/catalogue/murder-at-the-42nd-street-library-raymond-ambler-1_624/index.html,https://books.toscrape.com/media/cache/c3/8d/c38d65cd155b67ca025f0655bd1bb095.jpg
Most Wanted,c039f5aceb093537,Mystery,35.28,35.28,0.0,Three,0,In stock (12 available),In stock,https://books.toscrape.com/catalogue/most-wanted_623/index.html,https://books.toscrape.com/media/cache/8b/bc/8bbc5ab4c3784b4d9b93eb0fd1fb6fd6.jpg
"Love, Lies and Spies",9546d537fbf99eb6,Historical Fiction,20.55,20.55,0.0,Two,0,In stock (12 available),In stock,https://books.toscrape.com/catalogue/love-lies-and-spies_622/index.html,https://books.toscrape.com/media/cache/7a/22/7a224a6e174af91950e9b124afe54e0e.jpg
How to Speak Golf: An Illustrated Guide to Links Lingo,b978c9852cde91bd,Default,58.32,58.32,0.0,Five,0,In stock (12 available),In stock,https://books.toscrape.com/catalogue/how-to-speak-golf-an-illustrated-guide-to-links-lingo_621/index.html,https://books.toscrape.com/media/cache/d2/64/d264ad1af882ce391005dc7215ac90e7.jpg
Hide Away (Eve Duncan #20),bddc6fd036eb6279,Mystery,11.84,11.84,0.0,One,0,In stock (12 available),In stock,https://books.toscrape.com/catalogue/hide-away-eve-duncan-20_620/index.html,https://books.toscrape.com/media/cache/57/07/5707c3d5d4fd44d943d51730ba7d429a.jpg
Furiously Happy: A Funny Book About Horrible Things,c6a29d6df8de968c,Nonfiction,41.46,41.46,0.0,Four,0,In stock (12 available),In stock,https://books.toscrape.com/catalogue/furiously-happy-a-funny-book-about-horrible-things_619/index.html,https://books.toscrape.com/media/cache/ab/2a/ab2ae4f02aa46271b4bfc77494039fc6.jpg
Everyday Italian: 125 Simple and Delicious Recipes,76319fe9d8b465a3,Food and Drink,20.1,20.1,0.0,Five,0,In stock (12 available),In stock,https://books.toscrape.com/catalogue/everyday-italian-125-simple-and-delicious-recipes_618/index.html,https://books.toscrape.com/media/cache/5a/64/5a6499d41ccaad4c4f7eeaa90e16345a.jpg
Equal Is Unfair: America's Misguided Fight Against Income Inequality,3968e3fbf4695d7c,Politics,56.86,56.86,0.0,One,0,In stock (12 available),In stock,https://books.toscrape.com/catalogue/equal-is-unfair-americas-misguided-fight-against-income-inequality_617/index.html,https://books.toscrape.com/media/cache/00/11/001153d2a22d889837efac1703e10a5e.jpg
Eleanor & Park,6983328f15506cb9,Default,56.51,56.51,0.0,Five,0,In stock (12 available),In stock,https://books.toscrape.com/catalogue/eleanor-park_616/index.html,https://books.toscrape.com/media/cache/ed/d7/edd781d3c9d63a395f80f241445e88fa.jpg
Dirty (Dive Bar #1),df7e628bad5782b4,Romance,40.83,40.83,0.0,Four,0,In stock (12 available),In stock,https://books.toscrape.com/catalogue/dirty-dive-bar-1_615/index.html,https://books.toscrape.com/media/cache/ae/90/ae903f6f6d059954be4e85497dd76bf5.jpg
Can You Keep a Secret? (Fear Street Relaunch #4),d069086944f2e330,Horror,48.64,48.64,0.0,One,0,In stock (12 available),In stock,https://books.toscrape.com/catalogue/can-you-keep-a-secret-fear-street-relaunch-4_614/index.html,https://books.toscrape.com/media/cache/0b/2f/0b2f432cc27132f688fcdf29618521e0.jpg
Boar Island (Anna Pigeon #19),49b24c6a41b82bd2,Mystery,59.48,59.48,0.0,Three,0,In stock (12 available),In stock,https://books.toscrape.com/catalogue/boar-island-anna-pigeon-19_613/index.html,https://books.toscrape.com/media/cache/d5/81/d58157866ea8f015a8e4c55b23b8c96f.jpg
